z, Pressure_0, Pressure_1, Velocity_0, GasTemperature_0, SolidTemperature_0, H2_0, NH3_0, N2_0, Ni(s)_0, N(s)_0, H(s)_0, NH(s)_0, NH2(s)_0, NH3(s)_0, Velocity_1, GasTemperature_1, SolidTemperature_1, H2_1, NH3_1, N2_1, Ni(s)_1, N(s)_1, H(s)_1, NH(s)_1, NH2(s)_1, NH3(s)_1, Annular_Density_ch, Annular_Velocity_ch, Annular_Temperature_ch, 
0.000862069, 510082, 510062, 0.0259944, 773, 773, 0.0186018, 0.837411, 0.0472596, 0.00174383, 0.985115, 0.0113337, 0.00179334, 1.33988e-07, 1.44845e-05, 0.0263809, 773, 773, 0.0196339, 0.832708, 0.0507501, 0.00180688, 0.98448, 0.0118841, 0.00181364, 1.36839e-07, 1.48472e-05, 0.0313673, 0.01, 773
0.00258621, 510080, 510059, 0.0280914, 773, 773, 0.0308878, 0.762907, 0.110442, 0.00274536, 0.974761, 0.0204411, 0.00203286, 1.70739e-07, 1.96699e-05, 0.0282974, 773, 773, 0.0306309, 0.761977, 0.110918, 0.00272674, 0.974968, 0.0202564, 0.00202868, 1.70036e-07, 1.95594e-05, 0.0313673, 0.0106153, 773
0.00431034, 510077, 510057, 0.0296987, 773, 773, 0.0408971, 0.691165, 0.17042, 0.00401266, 0.960816, 0.0329368, 0.00220897, 2.02934e-07, 2.50663e-05, 0.0297943, 773, 773, 0.0401847, 0.693185, 0.17081, 0.00392395, 0.961851, 0.032003, 0.00219723, 2.00639e-07, 2.46555e-05, 0.0313673, 0.0121283, 773
0.00603448, 510075, 510055, 0.0310856, 773, 773, 0.0493788, 0.624403, 0.228669, 0.0054709, 0.943997, 0.0481737, 0.0023282, 2.28608e-07, 2.99278e-05, 0.0305582, 773, 773, 0.0482267, 0.625217, 0.22924, 0.00531859, 0.945866, 0.0464708, 0.00231479, 2.25601e-07, 2.93337e-05, 0.0313673, 0.0143625, 773
0.00775862, 510072, 510052, 0.0322089, 773, 773, 0.0565523, 0.561021, 0.28573, 0.00708382, 0.924783, 0.0656971, 0.00240224, 2.47949e-07, 3.39812e-05, 0.0312316, 773, 773, 0.0551383, 0.561658, 0.287493, 0.00687409, 0.927472, 0.0632312, 0.00238954, 2.44675e-07, 3.32808e-05, 0.0313673, 0.0171835, 773
0.00948276, 510069, 510049, 0.0331754, 773, 773, 0.0624925, 0.500348, 0.341438, 0.00884038, 0.903417, 0.0852644, 0.00244052, 2.61662e-07, 3.71667e-05, 0.0313083, 773, 773, 0.0605762, 0.498156, 0.343007, 0.0085789, 0.906901, 0.0820542, 0.00242955, 2.5836e-07, 3.64098e-05, 0.0313673, 0.0204845, 773
0.0112069, 510066, 510047, 0.0339085, 773, 773, 0.067256, 0.442171, 0.39562, 0.0107489, 0.879924, 0.106837, 0.00244962, 2.70453e-07, 3.95049e-05, 0.0313945, 773, 773, 0.0649913, 0.438695, 0.397481, 0.0104415, 0.884165, 0.102913, 0.00244083, 2.67259e-07, 3.87253e-05, 0.0313673, 0.0241774, 773
0.012931, 510063, 510044, 0.0344958, 773, 773, 0.0704281, 0.384149, 0.445114, 0.0128267, 0.854225, 0.130473, 0.00243376, 2.74851e-07, 4.10303e-05, 0.0309561, 773, 773, 0.0687902, 0.384506, 0.453671, 0.0124911, 0.859046, 0.125996, 0.00242699, 2.71816e-07, 4.02477e-05, 0.0313673, 0.0281874, 773
0.0146552, 510060, 510041, 0.0348536, 773, 773, 0.0734076, 0.333689, 0.498677, 0.0151094, 0.82603, 0.156423, 0.00239522, 2.75201e-07, 4.17717e-05, 0.0305786, 773, 773, 0.0707291, 0.328914, 0.502516, 0.0147488, 0.831421, 0.151398, 0.00239045, 2.72347e-07, 4.09966e-05, 0.0313673, 0.0324466, 773
0.0163793, 510057, 510038, 0.0350544, 773, 773, 0.0746757, 0.283148, 0.545937, 0.0176291, 0.795122, 0.184872, 0.00233545, 2.71731e-07, 4.17495e-05, 0.029734, 773, 773, 0.0721436, 0.279022, 0.552887, 0.0172667, 0.800845, 0.179515, 0.00233205, 2.69019e-07, 4.09838e-05, 0.0313673, 0.0368923, 773
0.0181034, 510054, 510036, 0.0350219, 773, 773, 0.075013, 0.236549, 0.591657, 0.0204364, 0.761103, 0.216164, 0.00225486, 2.64566e-07, 4.09783e-05, 0.028997, 773, 773, 0.0722802, 0.231686, 0.598671, 0.0200908, 0.766979, 0.210638, 0.00225227, 2.61947e-07, 4.02202e-05, 0.0313673, 0.0414637, 773
0.0198276, 510051, 510033, 0.0348266, 773, 773, 0.0743328, 0.19364, 0.634921, 0.0235961, 0.723485, 0.250726, 0.0021532, 2.53748e-07, 3.9466e-05, 0.0278369, 773, 773, 0.0717189, 0.189054, 0.644273, 0.0232979, 0.72921, 0.245303, 0.00215048, 2.51128e-07, 3.87063e-05, 0.0313673, 0.0460997, 773
