z, Pressure_0, Velocity_0, GasTemperature_0, SolidTemperature_0, CH4_0, CO_0, O2_0, CO2_0, H2_0, H2O_0, AR_0, H(s)_0, O(s)_0, CH4(s)_0, H2O(s)_0, CO2(s)_0, CO(s)_0, OH(s)_0, C(s)_0, HCO(s)_0, CH(s)_0, CH3(s)_0, CH2(s)_0, COOH(s)_0, Ni(s)_0, 
0.000526316, 1.00021e+06, 0.143114, 1173, 1173, 0.179346, 0.033392, 9.33328e-17, 0.0794915, 0.0253482, 0.681036, 2.27602e-05, 0.258482, 0.00725296, 4.20632e-09, 0.00423909, 2.30314e-05, 0.260811, 0.000231757, 8.65891e-08, 6.52764e-11, 1.43795e-11, 1.20877e-09, 3.71367e-10, 4.8444e-08, 0.468959
0.00157895, 1.00019e+06, 0.148511, 1173, 1173, 0.14474, 0.0648728, 3.71265e-17, 0.128623, 0.0374573, 0.624214, 2.28434e-05, 0.267573, 0.00391755, 2.82732e-09, 0.00323597, 2.31471e-05, 0.316763, 0.000148819, 2.25065e-07, 1.25564e-10, 8.18601e-12, 7.77593e-10, 2.14792e-10, 5.78215e-08, 0.408338
0.00263158, 1.00018e+06, 0.152565, 1173, 1173, 0.122434, 0.0896085, 2.47448e-17, 0.153667, 0.0440871, 0.590908, 2.29232e-05, 0.2679, 0.00294014, 2.18302e-09, 0.00279613, 2.34822e-05, 0.345201, 0.000119844, 3.52567e-07, 1.69872e-10, 6.06205e-12, 5.95755e-10, 1.5746e-10, 6.29226e-08, 0.381019
0.00368421, 1.00017e+06, 0.152778, 1173, 1173, 0.10579, 0.109274, 1.92569e-17, 0.169546, 0.0479756, 0.566572, 2.29564e-05, 0.266421, 0.0024805, 1.79041e-09, 0.00254474, 2.39525e-05, 0.363599, 0.000105014, 4.63029e-07, 2.0422e-10, 4.96435e-12, 4.88621e-10, 1.26216e-10, 6.66546e-08, 0.364825
0.00473684, 1.00016e+06, 0.153959, 1173, 1173, 0.0928069, 0.125681, 1.66243e-17, 0.18203, 0.0504195, 0.549023, 2.30474e-05, 0.264363, 0.00221858, 1.51706e-09, 0.00238172, 2.45362e-05, 0.377033, 9.60814e-05, 5.57769e-07, 2.32072e-10, 4.28193e-12, 4.15271e-10, 1.05919e-10, 6.98429e-08, 0.353882
0.00578947, 1.00015e+06, 0.152329, 1173, 1173, 0.0819966, 0.139101, 1.489e-17, 0.192168, 0.0517586, 0.53403, 2.31029e-05, 0.262116, 0.00205524, 1.31289e-09, 0.00226922, 2.52052e-05, 0.387463, 9.02666e-05, 6.3811e-07, 2.5515e-10, 3.81248e-12, 3.61008e-10, 9.14644e-11, 7.27599e-08, 0.34598
0.00684211, 1.00014e+06, 0.15224, 1173, 1173, 0.0729451, 0.150763, 1.37945e-17, 0.201762, 0.0524852, 0.522468, 2.32125e-05, 0.259744, 0.00194838, 1.1511e-09, 0.00218802, 2.59769e-05, 0.396052, 8.63021e-05, 7.06441e-07, 2.74868e-10, 3.46209e-12, 3.18229e-10, 8.04022e-11, 7.56251e-08, 0.339954
0.00789474, 1.00013e+06, 0.149695, 1173, 1173, 0.06506, 0.16029, 1.30858e-17, 0.210235, 0.0525825, 0.511649, 2.32785e-05, 0.25736, 0.00187836, 1.02005e-09, 0.00212891, 2.6823e-05, 0.403236, 8.35846e-05, 7.634e-07, 2.91695e-10, 3.1894e-12, 2.83664e-10, 7.16638e-11, 7.84479e-08, 0.335285
0.00894737, 1.00012e+06, 0.148932, 1173, 1173, 0.0579587, 0.168338, 1.27273e-17, 0.218269, 0.0522136, 0.501382, 2.33206e-05, 0.254896, 0.00183271, 9.07968e-10, 0.00208447, 2.7777e-05, 0.409584, 8.16966e-05, 8.1171e-07, 3.06626e-10, 2.96149e-12, 2.54099e-10, 6.43238e-11, 8.13802e-08, 0.331492
0.01, 1.0001e+06, 0.145843, 1173, 1173, 0.0519223, 0.174654, 1.23222e-17, 0.225894, 0.0514735, 0.492306, 2.33565e-05, 0.252455, 0.00180955, 8.16466e-10, 0.00205445, 2.88128e-05, 0.414959, 8.05922e-05, 8.48696e-07, 3.19043e-10, 2.77649e-12, 2.29895e-10, 5.84113e-11, 8.43389e-08, 0.328612
