z, Pressure_0, Velocity_0, GasTemperature_0, SolidTemperature_0, CH4_0, CO_0, O2_0, CO2_0, H2_0, H2O_0, AR_0, H(s)_0, O(s)_0, CH4(s)_0, H2O(s)_0, CO2(s)_0, CO(s)_0, OH(s)_0, C(s)_0, HCO(s)_0, CH(s)_0, CH3(s)_0, CH2(s)_0, COOH(s)_0, Ni(s)_0, 
0.0105263, 1.0001e+06, 0.145814, 1173, 1173, 0.0492265, 0.177963, 1.24419e-17, 0.230279, 0.0511654, 0.489284, 2.34361e-05, 0.25123, 0.00180229, 7.7419e-10, 0.00204214, 2.93586e-05, 0.417472, 8.01891e-05, 8.65029e-07, 3.24813e-10, 2.69079e-12, 2.18694e-10, 5.5692e-11, 8.58512e-08, 0.327343
0.0107895, 1.0001e+06, 0.144226, 1173, 1173, 0.0478131, 0.179177, 1.17312e-17, 0.231984, 0.0508869, 0.486785, 2.34264e-05, 0.250615, 0.0017996, 7.53759e-10, 0.00203656, 2.96396e-05, 0.418693, 8.00198e-05, 8.72712e-07, 3.27607e-10, 2.64924e-12, 2.13276e-10, 5.43797e-11, 8.66188e-08, 0.326744
0.0110526, 1.00009e+06, 0.144714, 1173, 1173, 0.0464541, 0.180371, 1.24066e-17, 0.233742, 0.0506106, 0.484466, 2.34229e-05, 0.250002, 0.00179769, 7.34002e-10, 0.00203148, 2.9925e-05, 0.41988, 7.98773e-05, 8.79933e-07, 3.30303e-10, 2.60891e-12, 2.08031e-10, 5.3112e-11, 8.73903e-08, 0.326178
0.0113158, 1.00009e+06, 0.143112, 1173, 1173, 0.0453592, 0.182422, 1.27358e-17, 0.23669, 0.0505786, 0.484626, 2.35379e-05, 0.249389, 0.00179645, 7.14821e-10, 0.00202681, 3.02151e-05, 0.421037, 7.97583e-05, 8.86746e-07, 3.32914e-10, 2.5696e-12, 2.02934e-10, 5.1882e-11, 8.81661e-08, 0.32564
0.0115789, 1.00009e+06, 0.14359, 1173, 1173, 0.0442362, 0.184183, 1.23178e-17, 0.239319, 0.0504732, 0.484205, 2.36236e-05, 0.248783, 0.00179584, 6.96274e-10, 0.00202259, 3.05068e-05, 0.422155, 7.96614e-05, 8.93124e-07, 3.35427e-10, 2.5314e-12, 1.98002e-10, 5.06929e-11, 8.89397e-08, 0.325132
0.0121053, 1.00008e+06, 0.141397, 1173, 1173, 0.0416496, 0.186473, 1.22978e-17, 0.243068, 0.0498811, 0.479949, 2.36295e-05, 0.247521, 0.00179556, 6.58689e-10, 0.00201437, 3.11259e-05, 0.424441, 7.94933e-05, 9.05839e-07, 3.4055e-10, 2.45369e-12, 1.87999e-10, 4.82826e-11, 9.05671e-08, 0.324117
0.0131579, 1.00007e+06, 0.140047, 1173, 1173, 0.0371669, 0.190043, 1.23473e-17, 0.250608, 0.048591, 0.472597, 2.36653e-05, 0.245053, 0.00180641, 5.94245e-10, 0.00200528, 3.24172e-05, 0.42844, 7.95531e-05, 9.23301e-07, 3.49033e-10, 2.31654e-12, 1.70738e-10, 4.41523e-11, 9.38281e-08, 0.322582
0.0142105, 1.00006e+06, 0.136556, 1173, 1173, 0.03319, 0.193455, 1.25486e-17, 0.259028, 0.0473184, 0.466965, 2.37626e-05, 0.242551, 0.00182597, 5.35881e-10, 0.00200088, 3.38125e-05, 0.432142, 7.98948e-05, 9.35407e-07, 3.56477e-10, 2.18815e-12, 1.55012e-10, 4.03982e-11, 9.72338e-08, 0.321365
0.0152632, 1.00005e+06, 0.13512, 1173, 1173, 0.0296356, 0.196062, 1.28356e-17, 0.267453, 0.0459729, 0.461949, 2.38746e-05, 0.240087, 0.00185422, 4.83846e-10, 0.00200153, 3.52828e-05, 0.435441, 8.05237e-05, 9.41465e-07, 3.6259e-10, 2.06835e-12, 1.40892e-10, 3.70282e-11, 1.00703e-07, 0.320499
0.0163158, 1.00004e+06, 0.131567, 1173, 1173, 0.026255, 0.197789, 1.31568e-17, 0.275673, 0.044439, 0.455939, 2.39185e-05, 0.237545, 0.00188933, 4.35012e-10, 0.0020048, 3.68823e-05, 0.438609, 8.13489e-05, 9.43955e-07, 3.68042e-10, 1.95166e-12, 1.27563e-10, 3.38392e-11, 1.0437e-07, 0.319833
0.0173684, 1.00003e+06, 0.130139, 1173, 1173, 0.0234352, 0.199003, 1.35999e-17, 0.284127, 0.0430054, 0.45182, 2.40387e-05, 0.235142, 0.00193298, 3.93503e-10, 0.00201336, 3.85096e-05, 0.441238, 8.24587e-05, 9.39933e-07, 3.71803e-10, 1.84568e-12, 1.16118e-10, 3.10965e-11, 1.07967e-07, 0.319552
0.0184211, 1.00002e+06, 0.126555, 1173, 1173, 0.0204074, 0.199408, 1.40432e-17, 0.292516, 0.0412737, 0.445068, 2.40305e-05, 0.232479, 0.00198232, 3.49293e-10, 0.00202165, 4.03729e-05, 0.444108, 8.36762e-05, 9.35384e-07, 3.75785e-10, 1.73088e-12, 1.03922e-10, 2.81445e-11, 1.12003e-07, 0.319284
0.0194737, 1.00001e+06, 0.125283, 1173, 1173, 0.0185586, 0.199856, 1.46848e-17, 0.301017, 0.0400377, 0.443637, 2.42261e-05, 0.230329, 0.00203881, 3.21131e-10, 0.00203723, 4.20338e-05, 0.44589, 8.51866e-05, 9.22336e-07, 3.76887e-10, 1.64749e-12, 9.59587e-11, 2.62287e-11, 1.15427e-07, 0.319577
0.0205263, 1e+06, 0.121442, 1173, 1173, 0.0152511, 0.199214, 1.53717e-17, 0.312205, 0.0379276, 0.435432, 2.42209e-05, 0.227092, 0.00211325, 2.70704e-10, 0.00205111, 4.45326e-05, 0.448911, 8.70229e-05, 9.10203e-07, 3.79804e-10, 1.50633e-12, 8.19634e-11, 2.27682e-11, 1.20521e-07, 0.319699
